,originDestination,usg_apt_id,fg_apt_id,Total,AIRPORT_SEQ_ID_x,AIRPORT_ID_x,AIRPORT_x,DISPLAY_AIRPORT_NAME_x,DISPLAY_AIRPORT_CITY_NAME_FULL_x,AIRPORT_WAC_x,AIRPORT_COUNTRY_NAME_x,AIRPORT_COUNTRY_CODE_ISO_x,AIRPORT_STATE_NAME_x,AIRPORT_STATE_CODE_x,AIRPORT_STATE_FIPS_x,CITY_MARKET_ID_x,DISPLAY_CITY_MARKET_NAME_FULL_x,CITY_MARKET_WAC_x,LAT_DEGREES_x,LAT_HEMISPHERE_x,LAT_MINUTES_x,LAT_SECONDS_x,destination_latitude,LON_DEGREES_x,LON_HEMISPHERE_x,LON_MINUTES_x,LON_SECONDS_x,destination_latitude,AIRPORT_START_DATE_x,AIRPORT_THRU_DATE_x,AIRPORT_IS_CLOSED_x,AIRPORT_IS_LATEST_x,Unnamed: 28_x,AIRPORT_SEQ_ID_y,AIRPORT_ID_y,AIRPORT_y,DISPLAY_AIRPORT_NAME_y,DISPLAY_AIRPORT_CITY_NAME_FULL_y,AIRPORT_WAC_y,AIRPORT_COUNTRY_NAME_y,AIRPORT_COUNTRY_CODE_ISO_y,AIRPORT_STATE_NAME_y,AIRPORT_STATE_CODE_y,AIRPORT_STATE_FIPS_y,CITY_MARKET_ID_y,DISPLAY_CITY_MARKET_NAME_FULL_y,CITY_MARKET_WAC_y,LAT_DEGREES_y,LAT_HEMISPHERE_y,LAT_MINUTES_y,LAT_SECONDS_y,origin_latitude,LON_DEGREES_y,LON_HEMISPHERE_y,LON_MINUTES_y,LON_SECONDS_y,origin_longitude,AIRPORT_START_DATE_y,AIRPORT_THRU_DATE_y,AIRPORT_IS_CLOSED_y,AIRPORT_IS_LATEST_y,Unnamed: 28_y
334,1129815092,11298,15092,22466,1129806,11298,DFW,Dallas/Fort Worth International,"Dallas/Fort Worth, TX",74,United States,US,Texas,TX,48.0,30194,"Dallas/Fort Worth, TX",74,32.0,N,53.0,50.0,32.89722222,97.0,W,2.0,16.0,-97.03777778,2017-12-01,,0,1,,1509205,15092,SYD,Sydney International,"Sydney, Australia",802,Australia,AU,,,,35092,"Sydney, Australia",802,33.0,S,56.0,57.0,-33.94916667,151.0,E,10.0,53.0,151.18138889,2017-12-01,,0,1,
335,1129815317,11298,15317,3055,1129806,11298,DFW,Dallas/Fort Worth International,"Dallas/Fort Worth, TX",74,United States,US,Texas,TX,48.0,30194,"Dallas/Fort Worth, TX",74,32.0,N,53.0,50.0,32.89722222,97.0,W,2.0,16.0,-97.03777778,2017-12-01,,0,1,,1531702,15317,TRC,Torreon International,"Torreon, Mexico",148,Mexico,MX,,,,35317,"Torreon, Mexico",148,25.0,N,34.0,6.0,25.56833333,103.0,W,24.0,38.0,-103.41055556,2011-07-01,,0,1,
336,1129816217,11298,16217,6941,1129806,11298,DFW,Dallas/Fort Worth International,"Dallas/Fort Worth, TX",74,United States,US,Texas,TX,48.0,30194,"Dallas/Fort Worth, TX",74,32.0,N,53.0,50.0,32.89722222,97.0,W,2.0,16.0,-97.03777778,2017-12-01,,0,1,,1621702,16217,YUL,Pierre Elliott Trudeau International,"Montreal, Canada",941,Canada,CA,Quebec,QC,,36083,"Montreal, Canada",941,45.0,N,28.0,14.0,45.47055556,73.0,W,44.0,27.0,-73.74083333,2011-07-01,,0,1,
337,1129816229,11298,16229,23869,1129806,11298,DFW,Dallas/Fort Worth International,"Dallas/Fort Worth, TX",74,United States,US,Texas,TX,48.0,30194,"Dallas/Fort Worth, TX",74,32.0,N,53.0,50.0,32.89722222,97.0,W,2.0,16.0,-97.03777778,2017-12-01,,0,1,,1622902,16229,YVR,Vancouver International,"Vancouver, Canada",906,Canada,CA,British Columbia,BC,,31215,"Vancouver, Canada",906,49.0,N,11.0,41.0,49.19472222,123.0,W,11.0,2.0,-123.18388889,2011-07-01,,0,1,
338,1129816257,11298,16257,8137,1129806,11298,DFW,Dallas/Fort Worth International,"Dallas/Fort Worth, TX",74,United States,US,Texas,TX,48.0,30194,"Dallas/Fort Worth, TX",74,32.0,N,53.0,50.0,32.89722222,97.0,W,2.0,16.0,-97.03777778,2017-12-01,,0,1,,1625706,16257,YYC,Yyc Calgary International,"Calgary, Canada",916,Canada,CA,Alberta,AB,,30863,"Calgary, Canada",916,51.0,N,7.0,21.0,51.1225,114.0,W,0.0,48.0,-114.01333333,2018-11-01,,0,1,
339,1129816271,11298,16271,23792,1129806,11298,DFW,Dallas/Fort Worth International,"Dallas/Fort Worth, TX",74,United States,US,Texas,TX,48.0,30194,"Dallas/Fort Worth, TX",74,32.0,N,53.0,50.0,32.89722222,97.0,W,2.0,16.0,-97.03777778,2017-12-01,,0,1,,1627102,16271,YYZ,Lester B. Pearson International,"Toronto, Canada",936,Canada,CA,Ontario,ON,,36106,"Toronto, Canada",936,43.0,N,40.0,36.0,43.67666667,79.0,W,37.0,50.0,-79.63055556,2011-07-01,,0,1,
340,1129816293,11298,16293,1048,1129806,11298,DFW,Dallas/Fort Worth International,"Dallas/Fort Worth, TX",74,United States,US,Texas,TX,48.0,30194,"Dallas/Fort Worth, TX",74,32.0,N,53.0,50.0,32.89722222,97.0,W,2.0,16.0,-97.03777778,2017-12-01,,0,1,,1629302,16293,ZCL,General Leobardo C. Ruiz International,"Zacatecas, Mexico",148,Mexico,MX,,,,36293,"Zacatecas, Mexico",148,22.0,N,53.0,45.0,22.89583333,102.0,W,41.0,12.0,-102.68666667,2011-07-01,,0,1,
341,1129816304,11298,16304,677,1129806,11298,DFW,Dallas/Fort Worth International,"Dallas/Fort Worth, TX",74,United States,US,Texas,TX,48.0,30194,"Dallas/Fort Worth, TX",74,32.0,N,53.0,50.0,32.89722222,97.0,W,2.0,16.0,-97.03777778,2017-12-01,,0,1,,1630402,16304,ZIH,Ixtapa-Zihuatanejo International,"Ixtapa/Zihuatanejo, Mexico",148,Mexico,MX,,,,36304,"Ixtapa/Zihuatanejo, Mexico",148,17.0,N,36.0,6.0,17.60166667,101.0,W,27.0,38.0,-101.46055556,2011-07-01,,0,1,
342,1129816477,11298,16477,7413,1129806,11298,DFW,Dallas/Fort Worth International,"Dallas/Fort Worth, TX",74,United States,US,Texas,TX,48.0,30194,"Dallas/Fort Worth, TX",74,32.0,N,53.0,50.0,32.89722222,97.0,W,2.0,16.0,-97.03777778,2017-12-01,,0,1,,1647705,16477,QRO,Queretaro Intercontinental,"Queretaro, Mexico",148,Mexico,MX,,,,34440,"Queretaro, Mexico",148,20.0,N,37.0,3.0,20.6175,100.0,W,11.0,8.0,-100.18555556,2017-12-01,,0,1,
343,1137610148,11376,10148,3,1137601,11376,DPA,Du Page County,"Chicago, IL",41,United States,US,Illinois,IL,17.0,30977,"Chicago, IL",41,41.0,N,54.0,56.0,41.91555556,88.0,W,14.0,48.0,-88.24666667,1950-01-01,,0,1,,1014802,10148,ACA,General Juan N Alvarez International,"Acapulco, Mexico",148,Mexico,MX,,,,30148,"Acapulco, Mexico",148,16.0,N,45.0,25.0,16.75694444,99.0,W,45.0,14.0,-99.75388889,2011-07-01,,0,1,
344,1141516443,11415,16443,5,1141501,11415,DRT,Del Rio International,"Del Rio, TX",74,United States,US,Texas,TX,48.0,31335,"Del Rio, TX",74,29.0,N,22.0,27.0,29.37416667,100.0,W,55.0,38.0,-100.92722222,1950-01-01,,0,1,,1644302,16443,CSL,Cabo San Lucas International,"Cabo San Lucas, Mexico",148,Mexico,MX,,,,34832,"Los Cabos, Mexico",148,22.0,N,56.0,54.0,22.94833333,109.0,W,56.0,18.0,-109.93833333,2011-07-01,,0,1,
345,1143310287,11433,10287,1130,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1028703,10287,AMM,Queen Alia International,"Amman, Jordan",639,Jordan,JO,,,,30164,"Amman, Jordan",639,31.0,N,43.0,24.0,31.72333333,35.0,E,59.0,39.0,35.99416667,2011-07-01,,0,1,
346,1143310292,11433,10292,43587,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1029202,10292,AMS,Schiphol,"Amsterdam, Netherlands",461,Netherlands,NL,,,,30292,"Amsterdam, Netherlands",461,52.0,N,18.0,31.0,52.30861111,4.0,E,45.0,50.0,4.76388889,2011-07-01,,0,1,
347,1143310638,11433,10638,1551,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1063802,10638,BJX,Guanajuato International,"Leon/Guanajuato, Mexico",148,Mexico,MX,,,,30638,"Leon/Guanajuato, Mexico",148,20.0,N,59.0,36.0,20.99333333,101.0,W,28.0,51.0,-101.48083333,2011-07-01,,0,1,
348,1143310920,11433,10920,27742,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1092005,10920,CDG,Paris Charles de Gaulle,"Paris, France",427,France,FR,,,,30920,"Paris, France",427,49.0,N,0.0,46.0,49.01277778,2.0,E,33.0,0.0,2.55,2017-12-01,,0,1,
349,1143311032,11433,11032,25485,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1103201,11032,CUN,Cancun International,"Cancun, Mexico",148,Mexico,MX,,,,31032,"Cancun, Mexico",148,21.0,N,2.0,32.0,21.04222222,86.0,W,52.0,25.0,-86.87361111,1976-01-01,,0,1,
350,1143311760,11433,11760,22644,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1176003,11760,FRA,Frankfurt Main,"Frankfurt, Germany",429,Germany,DE,,,,31760,"Frankfurt, Germany",429,50.0,N,2.0,0.0,50.03333333,8.0,E,34.0,14.0,8.57055556,2011-07-01,,0,1,
351,1143311868,11433,11868,549,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1186802,11868,GCM,Owen Roberts International,"Grand Cayman, Cayman Islands",233,Cayman Islands,KY,,,,31868,"Grand Cayman, Cayman Islands",233,19.0,N,17.0,34.0,19.29277778,81.0,W,21.0,28.0,-81.35777778,2011-07-01,,0,1,
352,1143311988,11433,11988,3502,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1198805,11988,GRU,Guarulhos Gov Andre Franco Montoro,"Sao Paulo, Brazil",316,Brazil,BR,,,,30966,"Sao Paulo, Brazil",316,23.0,S,25.0,56.0,-23.43222222,46.0,W,28.0,10.0,-46.46944444,2017-12-01,,0,1,
353,1143312277,11433,12277,16270,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1227705,12277,ICN,Incheon International,"Seoul, South Korea",778,South Korea,KR,,,,31945,"Seoul, South Korea",778,37.0,N,27.0,56.0,37.46555556,126.0,E,26.0,36.0,126.44333333,2017-12-01,,0,1,
354,1143312651,11433,12651,4239,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1265104,12651,KEF,Keflavik International,"Keflavik/Reykjavik, Iceland",439,Iceland,IS,,,,32651,"Reykjavik, Iceland",439,63.0,N,58.0,54.0,63.98166667,22.0,W,36.0,48.0,-22.61333333,2017-12-01,,0,1,
355,1143312972,11433,12972,17436,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1297207,12972,LHR,London Heathrow,"London, United Kingdom",493,United Kingdom,GB,,,,30730,"London, United Kingdom",493,51.0,N,28.0,16.0,51.47111111,0.0,W,27.0,39.0,-0.46083333,2017-12-01,,0,1,
356,1143313180,11433,13180,3481,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1318002,13180,MBJ,Sangster International,"Montego Bay, Jamaica",243,Jamaica,JM,,,,33180,"Montego Bay, Jamaica",243,18.0,N,30.0,13.0,18.50361111,77.0,W,54.0,48.0,-77.91333333,2011-07-01,,0,1,
357,1143313252,11433,13252,10863,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1325202,13252,MEX,Licenciado Benito Juarez International,"Mexico City, Mexico",148,Mexico,MX,,,,33252,"Mexico City, Mexico",148,19.0,N,26.0,11.0,19.43638889,99.0,W,4.0,19.0,-99.07194444,2011-07-01,,0,1,
358,1143313514,11433,13514,7249,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1351403,13514,MTY,General Mariano Escobedo International,"Monterrey, Mexico",148,Mexico,MX,,,,33514,"Monterrey, Mexico",148,25.0,N,46.0,43.0,25.77861111,100.0,W,6.0,25.0,-100.10694444,2011-07-01,,0,1,
359,1143313605,11433,13605,1721,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1360505,13605,NAS,Lynden Pindling International,"Nassau, The Bahamas",204,The Bahamas,BS,,,,33605,"Nassau, The Bahamas",204,25.0,N,2.0,20.0,25.03888889,77.0,W,27.0,58.0,-77.46611111,2017-12-01,,0,1,
360,1143313694,11433,13694,5707,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1369401,13694,NGO,Chubu Centrair International,"Nagoya, Japan",736,Japan,JP,,,,33664,"Nagoya, Japan",736,34.0,N,51.0,30.0,34.85833333,136.0,E,48.0,19.0,136.80527778,2005-02-01,,0,1,
361,1143313744,11433,13744,16510,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1374406,13744,NRT,Narita International,"Tokyo, Japan",736,Japan,JP,,,,32169,"Tokyo, Japan",736,35.0,N,46.0,38.0,35.77722222,140.0,E,22.0,56.0,140.38222222,2017-12-01,,0,1,
362,1143314066,11433,14066,13141,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1406604,14066,PEK,Capital International,"Beijing, China",713,China,CN,,,,34066,"Beijing, China",713,40.0,N,4.0,21.0,40.0725,116.0,E,35.0,51.0,116.5975,2011-07-01,,0,1,
363,1143314293,11433,14293,4150,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1429304,14293,PUJ,Punta Cana International,"Punta Cana, Dominican Republic",224,Dominican Republic,DO,,,,34293,"Punta Cana, Dominican Republic",224,18.0,N,34.0,15.0,18.57083333,68.0,W,21.0,58.0,-68.36611111,2017-12-01,,0,1,
364,1143314309,11433,14309,16444,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1430902,14309,PVG,Pudong,"Shanghai, China",713,China,CN,,,,34309,"Shanghai, China",713,31.0,N,8.0,39.0,31.14416667,121.0,E,47.0,33.0,121.7925,2011-07-01,,0,1,
365,1143314312,11433,14312,2178,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1431202,14312,PVR,Licenciado Gustavo Diaz Ordaz International,"Puerto Vallarta, Mexico",148,Mexico,MX,,,,34312,"Puerto Vallarta, Mexico",148,20.0,N,40.0,48.0,20.68,105.0,W,15.0,15.0,-105.25416667,2011-07-01,,0,1,
366,1143314832,11433,14832,1397,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1483202,14832,SJD,Los Cabos International,"San Jose del Cabo, Mexico",148,Mexico,MX,,,,34832,"Los Cabos, Mexico",148,23.0,N,9.0,7.0,23.15194444,109.0,W,43.0,15.0,-109.72083333,2011-07-01,,0,1,
367,1143316149,11433,16149,4886,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1614904,16149,YOW,Ottawa Macdonald Cartier International,"Ottawa, Canada",936,Canada,CA,Ontario,ON,,36149,"Ottawa, Canada",936,45.0,N,19.0,21.0,45.3225,75.0,W,40.0,2.0,-75.66722222,2017-12-01,,0,1,
368,1143316217,11433,16217,12628,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1621702,16217,YUL,Pierre Elliott Trudeau International,"Montreal, Canada",941,Canada,CA,Quebec,QC,,36083,"Montreal, Canada",941,45.0,N,28.0,14.0,45.47055556,73.0,W,44.0,27.0,-73.74083333,2011-07-01,,0,1,
369,1143316271,11433,16271,22788,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1627102,16271,YYZ,Lester B. Pearson International,"Toronto, Canada",936,Canada,CA,Ontario,ON,,36106,"Toronto, Canada",936,43.0,N,40.0,36.0,43.67666667,79.0,W,37.0,50.0,-79.63055556,2011-07-01,,0,1,
370,1143316477,11433,16477,1607,1143302,11433,DTW,Detroit Metro Wayne County,"Detroit, MI",43,United States,US,Michigan,MI,26.0,31295,"Detroit, MI",43,42.0,N,12.0,45.0,42.2125,83.0,W,21.0,12.0,-83.35333333,2011-07-01,,0,1,,1647705,16477,QRO,Queretaro Intercontinental,"Queretaro, Mexico",148,Mexico,MX,,,,34440,"Queretaro, Mexico",148,20.0,N,37.0,3.0,20.6175,100.0,W,11.0,8.0,-100.18555556,2017-12-01,,0,1,
371,1150313605,11503,13605,9,1150305,11503,EGE,Eagle County Regional,"Eagle, CO",82,United States,US,Colorado,CO,8.0,31503,"Eagle, CO",82,39.0,N,38.0,34.0,39.64277778,106.0,W,54.0,57.0,-106.91583333,2017-12-01,,0,1,,1360505,13605,NAS,Lynden Pindling International,"Nassau, The Bahamas",204,The Bahamas,BS,,,,33605,"Nassau, The Bahamas",204,25.0,N,2.0,20.0,25.03888889,77.0,W,27.0,58.0,-77.46611111,2017-12-01,,0,1,
372,1154010846,11540,10846,77,1154005,11540,ELP,El Paso International,"El Paso, TX",74,United States,US,Texas,TX,48.0,30615,"El Paso, TX",74,31.0,N,48.0,26.0,31.80722222,106.0,W,22.0,35.0,-106.37638889,2017-12-01,,0,1,,1084605,10846,BZE,Philip S. W. Goldson International,"Belize City, Belize",106,Belize,BZ,,,,30846,"Belize City, Belize",106,17.0,N,32.0,24.0,17.54,88.0,W,18.0,17.0,-88.30472222,2017-12-01,,0,1,
373,1154011187,11540,11187,44,1154005,11540,ELP,El Paso International,"El Paso, TX",74,United States,US,Texas,TX,48.0,30615,"El Paso, TX",74,31.0,N,48.0,26.0,31.80722222,106.0,W,22.0,35.0,-106.37638889,2017-12-01,,0,1,,1118701,11187,CUU,General Roberto Fierro Villalobos International,"Chihuahua, Mexico",148,Mexico,MX,,,,31187,"Chihuahua, Mexico",148,28.0,N,42.0,8.0,28.70222222,105.0,W,57.0,47.0,-105.96305556,1950-01-01,,0,1,
374,1154011332,11540,11332,49,1154005,11540,ELP,El Paso International,"El Paso, TX",74,United States,US,Texas,TX,48.0,30615,"El Paso, TX",74,31.0,N,48.0,26.0,31.80722222,106.0,W,22.0,35.0,-106.37638889,2017-12-01,,0,1,,1133205,11332,DKR,Leopold Sedar Senghor International,"Dakar, Senegal",569,Senegal,SN,,,,31332,"Dakar, Senegal",569,14.0,N,44.0,24.0,14.74,17.0,W,29.0,26.0,-17.49055556,2017-12-01,,0,1,
375,1161810162,11618,10162,9733,1161802,11618,EWR,Newark Liberty International,"Newark, NJ",21,United States,US,New Jersey,NJ,34.0,31703,"New York City, NY (Metropolitan Area)",22,40.0,N,41.0,33.0,40.6925,74.0,W,10.0,7.0,-74.16861111,2011-07-01,,0,1,,1016202,10162,ADD,Bole International,"Addis Ababa, Ethiopia",522,Ethiopia,ET,,,,30162,"Addis Ababa, Ethiopia",522,8.0,N,58.0,41.0,8.97805556,38.0,E,47.0,58.0,38.79944444,1975-01-01,,0,1,
376,1161810292,11618,10292,11714,1161802,11618,EWR,Newark Liberty International,"Newark, NJ",21,United States,US,New Jersey,NJ,34.0,31703,"New York City, NY (Metropolitan Area)",22,40.0,N,41.0,33.0,40.6925,74.0,W,10.0,7.0,-74.16861111,2011-07-01,,0,1,,1029202,10292,AMS,Schiphol,"Amsterdam, Netherlands",461,Netherlands,NL,,,,30292,"Amsterdam, Netherlands",461,52.0,N,18.0,31.0,52.30861111,4.0,E,45.0,50.0,4.76388889,2011-07-01,,0,1,
377,1161810312,11618,10312,3586,1161802,11618,EWR,Newark Liberty International,"Newark, NJ",21,United States,US,New Jersey,NJ,34.0,31703,"New York City, NY (Metropolitan Area)",22,40.0,N,41.0,33.0,40.6925,74.0,W,10.0,7.0,-74.16861111,2011-07-01,,0,1,,1031206,10312,ANU,V C Bird International,"St. Johns, Antigua and Barbuda",206,Antigua and Barbuda,AG,,,,30312,"St. Johns, Antigua and Barbuda",206,17.0,N,8.0,10.0,17.13611111,61.0,W,47.0,38.0,-61.79388889,2017-12-01,,0,1,
378,1161810357,11618,10357,11790,1161802,11618,EWR,Newark Liberty International,"Newark, NJ",21,United States,US,New Jersey,NJ,34.0,31703,"New York City, NY (Metropolitan Area)",22,40.0,N,41.0,33.0,40.6925,74.0,W,10.0,7.0,-74.16861111,2011-07-01,,0,1,,1035702,10357,ARN,Arlanda,"Stockholm, Sweden",484,Sweden,SE,,,,30357,"Stockholm, Sweden",484,59.0,N,39.0,7.0,59.65194444,17.0,E,55.0,7.0,17.91861111,2011-07-01,,0,1,
379,1161810394,11618,10394,16525,1161802,11618,EWR,Newark Liberty International,"Newark, NJ",21,United States,US,New Jersey,NJ,34.0,31703,"New York City, NY (Metropolitan Area)",22,40.0,N,41.0,33.0,40.6925,74.0,W,10.0,7.0,-74.16861111,2011-07-01,,0,1,,1039401,10394,ATH,Eleftherios Venizelos International,"Athens, Greece",433,Greece,GR,,,,30394,"Athens, Greece",433,37.0,N,56.0,12.0,37.93666667,23.0,E,56.0,40.0,23.94444444,2001-03-01,,0,1,
380,1161810411,11618,10411,22095,1161802,11618,EWR,Newark Liberty International,"Newark, NJ",21,United States,US,New Jersey,NJ,34.0,31703,"New York City, NY (Metropolitan Area)",22,40.0,N,41.0,33.0,40.6925,74.0,W,10.0,7.0,-74.16861111,2011-07-01,,0,1,,1041103,10411,AUA,Reina Beatrix International,"Aruba, Aruba",277,Aruba,AW,,,,30411,"Aruba, Aruba",277,12.0,N,30.0,5.0,12.50138889,70.0,W,0.0,56.0,-70.01555556,2011-07-01,,0,1,
381,1161810517,11618,10517,22706,1161802,11618,EWR,Newark Liberty International,"Newark, NJ",21,United States,US,New Jersey,NJ,34.0,31703,"New York City, NY (Metropolitan Area)",22,40.0,N,41.0,33.0,40.6925,74.0,W,10.0,7.0,-74.16861111,2011-07-01,,0,1,,1051706,10517,BCN,Barcelona Airport,"Barcelona, Spain",482,Spain,ES,,,,30517,"Barcelona, Spain",482,41.0,N,17.0,49.0,41.29694444,2.0,E,4.0,42.0,2.07833333,2018-03-01,,0,1,
382,1161810575,11618,10575,1100,1161802,11618,EWR,Newark Liberty International,"Newark, NJ",21,United States,US,New Jersey,NJ,34.0,31703,"New York City, NY (Metropolitan Area)",22,40.0,N,41.0,33.0,40.6925,74.0,W,10.0,7.0,-74.16861111,2011-07-01,,0,1,,1057505,10575,BGI,Grantley Adams International,"Barbados/Bridgetown, Barbados",205,Barbados,BB,,,,30575,"Barbados/Bridgetown, Barbados",205,13.0,N,4.0,29.0,13.07472222,59.0,W,29.0,32.0,-59.49222222,2017-12-01,,0,1,
383,1161810711,11618,10711,9207,1161802,11618,EWR,Newark Liberty International,"Newark, NJ",21,United States,US,New Jersey,NJ,34.0,31703,"New York City, NY (Metropolitan Area)",22,40.0,N,41.0,33.0,40.6925,74.0,W,10.0,7.0,-74.16861111,2011-07-01,,0,1,,1071102,10711,BOG,El Dorado International,"Bogota, Colombia",327,Colombia,CO,,,,30711,"Bogota, Colombia",327,4.0,N,42.0,6.0,4.70166667,74.0,W,8.0,49.0,-74.14694444,2011-07-01,,0,1,
384,1161810716,11618,10716,34248,1161802,11618,EWR,Newark Liberty International,"Newark, NJ",21,United States,US,New Jersey,NJ,34.0,31703,"New York City, NY (Metropolitan Area)",22,40.0,N,41.0,33.0,40.6925,74.0,W,10.0,7.0,-74.16861111,2011-07-01,,0,1,,1071603,10716,BOM,Chhatrapati Shivaji International,"Mumbai, India",733,India,IN,,,,30716,"Mumbai, India",733,19.0,N,5.0,19.0,19.08861111,72.0,E,52.0,4.0,72.86777778,2011-07-01,,0,1,
